coin,earliest_trade_date,network_date,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_unweighted,user1_satoshi_pagerank_weighted,user1_pagerank_unweighted,user1_pagerank_weighted
MOTO,2014-06-03,2014-05-02,WilliamLie2,1,84,2,1,11,11,0,0.09090909,0.00164133,0.001643326,0.0001481344,1.931994e-05,0.0001481533,1.931994e-05,0.0,4,3.14847e-06,2.820012e-06,9.733895e-06,9.216432e-06
ERC,2015-06-18,2014-05-04,EuropeCoin,1,274,5,1,10,10,0,0.0,0.001637995,0.00164035,0.0001472028,1.922744e-05,0.0001472161,1.922744e-05,0.0,4,1.641645e-06,1.480026e-06,6.309599e-06,6.147042e-06
ERM,2014-12-25,2014-10-14,DailyModo,1,720,2,238,90,10,80,0.0329588,0.001285392,0.001286963,0.0001020847,1.966664e-05,0.0001020898,1.966672e-05,95958.66,4,7.178135e-06,6.452676e-06,2.279463e-05,2.226106e-05
WDC,2013-05-22,2013-05-10,feeleep,1,55,7,5,7,4,3,0.1428571,0.0148787,0.01507483,0.001032725,0.0001419277,0.001033353,0.0001419331,5.0,4,6.472272e-06,5.693352e-06,2.366065e-05,2.285187e-05
BTE,2013-05-10,2013-04-03,Gerco,1,27,1,39,4,2,2,0.5,0.02315748,0.02360374,0.001275992,0.0002046608,0.001277705,0.0002046776,0.0,4,9.907802e-06,8.579926e-06,3.215839e-05,3.059116e-05
BTG,2013-07-04,2013-05-17,mineral,1,109,2,1,52,52,0,0.09426848,0.01370195,0.01384192,0.0009505264,8.594019e-05,0.0009511217,8.594019e-05,0.0,3,9.037863e-05,7.49144e-05,0.0002478784,0.0002224755
CELL,2015-01-25,2015-01-09,koko2530,1,51,1,189,15,1,14,0.04761905,0.001181388,0.001182635,1.420091e-05,1.875938e-05,1.420091e-05,1.875947e-05,1.566667,inf,8.790231e-07,8.049887e-07,3.397926e-06,3.345851e-06
VPN,2014-11-23,2014-05-11,SuperTramp,1,723,9,995,659,608,51,0.02124902,0.001626719,0.001629794,0.0001432713,2.479022e-05,0.0001432865,2.479041e-05,1211493.0,3,0.0002918281,0.0002678157,0.0006128638,0.0005931123
ABC,2015-05-24,2013-05-18,jnada,1,192,11,16,38,31,7,0.2105263,0.01410675,0.01430389,0.0009568352,0.0001322603,0.0009575703,0.0001322665,48.64286,4,7.229856e-05,5.881863e-05,0.0001905603,0.0001697058
HUGE,2015-04-24,2012-04-05,Vladimir,1,605,36,447,304,197,107,0.1194209,0.03312149,0.03410799,0.001657674,0.0003471574,0.001659929,0.0003472026,80880.44,2,0.001740551,0.001755841,0.002530205,0.002476345
BANX,2014-09-30,2014-10-07,MarkLyford,1,19,4,512,80,73,7,0.04240506,0.001288486,0.001290658,0.0001032081,1.977042e-05,0.000103215,1.977055e-05,133990.3,3,7.389462e-05,6.193322e-05,0.0001025727,9.148587e-05
NEOS,2014-08-25,2014-08-19,twoturtles,1,172,3,202,75,72,3,0.01225225,0.001383051,0.001384422,0.0001106772,2.082822e-05,0.0001106861,2.082829e-05,33982.06,4,2.982727e-05,2.747122e-05,8.852998e-05,8.783781e-05
DOT,2015-02-15,2014-04-01,KimDotCoin,1,40,1,1,17,17,0,0.02941176,0.00176582,0.001768591,0.0001743462,2.0924e-05,0.0001743623,2.0924e-05,0.0,4,4.351078e-06,3.799448e-06,1.508058e-05,1.421877e-05
ZRC,2015-03-03,2015-03-19,gnargnar,1,105,0,318,59,1,58,0.08591467,0.001131222,0.001132283,9.073782e-05,1.826801e-05,9.074376e-05,1.826807e-05,2128.667,4,1.009177e-06,9.296082e-07,3.721361e-06,3.688723e-06
RZR,2014-06-21,2014-06-09,RazorTech,1,39,1,1,9,9,0,0.02777778,0.001576151,0.001578473,0.0001267601,1.755495e-05,0.000126769,1.755495e-05,0.0,4,1.474978e-06,1.301289e-06,5.535974e-06,5.28865e-06
STR,2014-02-02,2013-07-21,sheinsha,1,518,9,68,12,3,9,0.07575758,0.01108761,0.01123776,0.0008456694,0.0001014945,0.0008462114,0.000101498,13655.92,5,6.657761e-06,5.789848e-06,2.197682e-05,2.094487e-05
CZC,2014-10-20,2014-05-05,czechcoin,1,12,2,2,10,8,2,0.0,0.001630477,0.00163279,0.0001467452,2.537642e-05,0.0001467609,2.537653e-05,21723.54,4,4.771769e-06,4.394547e-06,1.499352e-05,1.471153e-05
CACH,2014-02-15,2014-01-06,kalgecin,1,296,6,242,55,38,17,0.1204644,0.003892093,0.003907137,0.0003896992,5.173933e-05,0.0003898126,5.174002e-05,24406.76,3,8.587876e-05,7.435133e-05,0.0002001145,0.0001858345
CFN,2014-12-16,2014-05-14,ConfessionCoin,1,127,1,1,20,20,0,0.0,0.001616986,0.001619062,0.0001384259,1.857286e-05,0.0001384384,1.857286e-05,0.0,4,4.479307e-06,4.053716e-06,1.731493e-05,1.688938e-05
GENI,2015-06-26,2015-05-20,Genius dev,1,27,1,1,27,27,0,0.04843305,0.001099815,0.001100759,8.665205e-05,1.345913e-05,8.665692e-05,1.345913e-05,0.0,4,4.142635e-06,3.716462e-06,1.402634e-05,1.355137e-05
PND,2014-02-27,2013-12-31,bitrebel,1,778,73,930,721,585,136,0.0549971,0.004074064,0.004092377,0.0004234641,5.455399e-05,0.0004236176,5.455471e-05,2699100.0,2,0.001623189,0.001907205,0.00174223,0.001987585
GB,2014-08-23,2013-12-27,speedminer,1,68,5,4,2,1,1,0.0,0.004291709,0.004304989,0.0004401034,4.036653e-05,0.0004402541,4.036653e-05,9.5,4,3.767731e-06,3.468029e-06,1.145819e-05,1.12118e-05
QRK,2013-08-25,2013-07-22,quarkcoin,1,27,2,3,54,53,1,0.07267645,0.01111865,0.01121561,0.0008459787,6.736275e-05,0.0008464737,6.736275e-05,48.22619,3,0.0001057645,9.371351e-05,0.0002546734,0.0002377631
XQN,2014-11-23,2014-11-12,CedricQuotient,1,78,2,1,28,28,0,0.06084656,0.001251205,0.001252489,0.0001003576,1.465201e-05,0.0001003646,1.465201e-05,0.0,4,5.928289e-06,5.388444e-06,1.825368e-05,1.78358e-05
MIN,2014-06-21,2013-05-17,flound1129,1,568,15,66,166,96,70,0.1104851,0.01377707,0.01395175,0.0009490475,0.0001328085,0.0009498904,0.0001328147,68121.71,3,0.0002643229,0.0002224937,0.0006464974,0.0005878902
LIT,2014-07-05,2013-12-08,litecoin_messiah,1,243,17,179,112,73,39,0.1089025,0.005961889,0.005997385,0.0005977651,7.243415e-05,0.0005980919,7.243548e-05,48401.42,3,7.269652e-05,6.737783e-05,0.0001922302,0.0001859126
GHC,2014-10-10,2014-03-11,Ghostcoins,1,30,2,1,59,59,0,0.02279369,0.001900967,0.001903607,0.0002044054,2.257642e-05,0.0002044354,2.257642e-05,0.0,4,1.193015e-05,1.045065e-05,3.977752e-05,3.750779e-05
XUP,2015-09-22,2014-10-19,UpcoinProject,1,16,1,1,31,31,0,0.04086022,0.001278372,0.001279707,0.0001025174,1.490002e-05,0.0001025254,1.490002e-05,0.0,4,4.222437e-06,3.816647e-06,1.425784e-05,1.383949e-05
ZNY,2015-07-09,2014-11-08,bitzeny,1,2,1,1,8,8,0,0.07142857,0.00125114,0.001252329,0.0001005678,1.468623e-05,0.0001005751,1.468623e-05,0.0,4,2.01645e-06,1.812377e-06,6.720336e-06,6.591057e-06
EGG,2015-04-30,2014-04-13,MijntjeGoud,1,171,2,104,57,1,56,0.09022556,0.00170958,0.001712918,0.0001691256,2.715949e-05,0.0001691492,2.715964e-05,77343.17,4,1.934922e-06,1.776538e-06,5.894309e-06,5.766449e-06
MED,2014-10-22,2014-01-04,smallplatf,1,261,3,150,7,6,1,0.0952381,0.004009924,0.004023942,0.000406693,5.273191e-05,0.0004068663,5.273279e-05,6.0,4,5.508317e-06,4.783227e-06,1.839169e-05,1.718238e-05
SAK,2015-03-08,2014-05-21,SAKTeam,1,1,1,1,7,7,0,0.0,0.001595899,0.001598376,0.0001341838,1.821626e-05,0.0001341989,1.821626e-05,0.0,5,1.729798e-06,1.578654e-06,6.766261e-06,6.64056e-06
PRC,2014-02-20,2014-01-30,inmean,1,76,4,1,15,15,0,0.01904762,0.003045675,0.003054109,0.0003053551,2.880018e-05,0.0003054154,2.880018e-05,0.0,4,5.102259e-06,4.478475e-06,1.875637e-05,1.789364e-05
MEOW,2014-01-24,2013-12-22,kr105,1,148,2,942,74,20,54,0.06392694,0.004812897,0.004827827,0.0004781363,6.087346e-05,0.0004782925,6.087409e-05,24127.98,4,1.355449e-05,1.127211e-05,4.225229e-05,3.870821e-05
PRO,2015-04-27,2013-06-26,pro-tech,1,54,17,13,9,3,6,0.2777778,0.0113283,0.01144831,0.0008764997,0.0001102317,0.0008770878,0.0001102351,2.5,4,4.860575e-06,4.257393e-06,1.717849e-05,1.637458e-05
PRT,2014-01-22,2014-01-01,moonmoon,1,44,6,1,116,116,0,0.02818591,0.003906042,0.003917612,0.0004114965,3.845119e-05,0.0004116224,3.845119e-05,0.0,4,8.124937e-05,6.956451e-05,0.0002633688,0.0002450534
CHA,2014-05-20,2014-03-24,magician,1,35,1,1,6,6,0,0.06666667,0.001799997,0.00180252,0.0001848491,2.149983e-05,0.0001848678,2.149983e-05,0.0,3,5.344844e-05,4.735103e-05,0.000128377,0.000121339
CHC,2015-07-16,2014-01-20,Rolihlahla,1,29,1,29,75,71,4,0.02882883,0.003845195,0.003857368,0.000355085,4.631378e-05,0.0003551771,4.631423e-05,18693.52,3,2.366044e-05,1.907905e-05,7.675034e-05,6.760917e-05
MRY,2014-03-03,2014-01-21,bholzer,1,294,3,175,51,26,25,0.08627451,0.00363676,0.003654337,0.0003437176,4.547601e-05,0.0003438248,4.547661e-05,41974.71,4,9.870356e-06,8.377789e-06,3.338909e-05,3.080037e-05
JAY,2015-04-17,2015-04-03,jones_,1,30,2,76,15,3,12,0.4285714,0.001125791,0.001127655,9.032129e-05,1.816677e-05,9.032831e-05,1.816688e-05,0.0,4,1.391853e-06,1.18843e-06,4.178594e-06,3.944972e-06
MMNXT,2014-10-22,2015-01-21,Nxtblg,1,1078,14,326,602,274,328,0.0324197,0.001170107,0.001171695,9.395915e-05,1.864927e-05,9.396541e-05,1.864936e-05,10368790.0,3,6.47389e-05,7.444599e-05,0.0001759279,0.0002216025
URO,2014-06-12,2014-05-09,true-asset,1,192,6,1,9,9,0,0.0,0.001635606,0.001638226,0.0001436416,1.890395e-05,0.0001436591,1.890395e-05,0.0,4,2.50114e-06,2.157318e-06,8.408271e-06,7.949106e-06
MRS,2014-02-24,2014-01-16,Btcdealer5011,1,8,1,1,21,20,1,0.07894737,0.003815886,0.003828159,0.0003600371,4.750543e-05,0.0003601331,4.750596e-05,127.25,4,2.407612e-05,2.033043e-05,8.054422e-05,7.404852e-05
QBK,2014-08-17,2014-07-10,ABC Dev Team,1,25,1,1,30,30,0,0.0137931,0.001474421,0.001476275,0.0001166249,1.671179e-05,0.0001166346,1.671179e-05,0.0,4,9.765367e-06,8.397234e-06,3.093018e-05,2.873584e-05
XJO,2013-12-06,2014-02-10,skydivebr,1,0,0,27,1,0,1,0.0,0.002557619,0.002564696,2.622951e-05,3.526611e-05,2.622951e-05,3.526639e-05,0.0,inf,1.338833e-06,1.224076e-06,5.426282e-06,5.340262e-06
MRC,2014-03-03,2014-01-04,MCR,1,107,6,1,8,8,0,0.03571429,0.004009497,0.004023773,0.0004068747,3.751501e-05,0.0004069961,3.751501e-05,0.0,4,5.258983e-06,4.359221e-06,1.68766e-05,1.530066e-05
MUE,2014-11-01,2014-09-12,Mue,1,99,2,1,5,3,2,0.1,0.001339671,0.001341396,1.538012e-05,2.021074e-05,1.538012e-05,2.021084e-05,128.6667,inf,1.031854e-06,9.419707e-07,4.006181e-06,3.930248e-06
VIA,2014-07-18,2011-12-14,Yankee (BitInstant),1,915,49,185,155,70,85,0.1529889,0.03290764,0.03400327,0.001722832,0.0003797077,0.001724605,0.0003797633,10932.74,2,0.0009462137,0.0008371468,0.001387633,0.001289211
DBL,2013-07-04,2013-05-16,blastbob,1,847,33,39,1294,1156,138,0.01432749,0.01400968,0.01419695,0.0009547138,0.0001339842,0.0009555121,0.0001339905,2827643.0,3,0.002712665,0.002842026,0.007773038,0.008748759
SFR,2014-06-15,2014-04-28,saffroncoin,1,362,1,1,8,8,0,0.0,0.001640697,0.00164302,0.0001531678,1.957483e-05,0.0001531807,1.957483e-05,0.0,4,6.278418e-06,5.615891e-06,2.044074e-05,1.973207e-05
APC,2014-02-09,2013-06-01,Charles999,1,276,34,16,85,63,22,0.2607595,0.01304123,0.01320487,0.0008898372,0.000120574,0.0008905146,0.0001205779,17191.63,3,0.0001487075,0.0001420764,0.0003750177,0.0003795434
NIRO,2015-01-25,2014-10-24,Trujillo,1,58,5,290,22,13,9,0.07792208,0.001267168,0.001268418,0.000102026,1.951997e-05,0.000102034,1.952003e-05,18404.27,3,6.204012e-06,5.521849e-06,1.424482e-05,1.427257e-05
PYC,2014-12-06,2013-08-07,deppJ,1,24,2,70,26,25,1,0.1538462,0.01028319,0.01038532,0.0008095215,6.509145e-05,0.0008100795,6.509145e-05,3.666667,4,6.219607e-05,5.188277e-05,0.0001701662,0.0001508783
ARG,2013-07-04,2013-06-06,vinne81,1,183,7,41,69,32,37,0.2203687,0.01253615,0.01271811,0.0008687499,0.0001186288,0.0008693299,0.0001186338,535.1619,3,6.060141e-05,5.12287e-05,0.0001515994,0.0001414853
KORE,2014-06-21,2014-06-16,KoreCoin,1,135,1,1,59,59,0,0.002922268,0.001559757,0.001561542,0.000124884,1.73596e-05,0.0001248921,1.73596e-05,0.0,4,1.014932e-05,9.14889e-06,3.285521e-05,3.165803e-05
FRDC,2015-09-21,2014-01-03,datguys,1,40,15,16,23,19,4,0.04743083,0.003889064,0.003901444,0.000402682,5.316922e-05,0.0004028264,5.316977e-05,23980.13,4,1.894639e-05,1.620004e-05,4.703783e-05,4.503849e-05
XLB,2014-05-13,2014-01-04,wEEcoIn,1,12,1,4,8,1,7,0.07142857,0.004008435,0.004023618,3.751641e-05,5.273479e-05,3.751641e-05,5.273525e-05,9.75,inf,2.029281e-06,1.844312e-06,7.813308e-06,7.695287e-06
COINO,2014-12-25,2014-01-18,coino.org,1,220,4,1,8,8,0,0.03571429,0.003838846,0.003852672,0.0003614382,3.344146e-05,0.0003615404,3.344146e-05,0.0,4,6.588897e-06,5.645069e-06,2.141715e-05,2.004366e-05
NEU,2015-09-25,2014-01-06,Neutronic,1,12,2,1,24,24,0,0.04347826,0.003887673,0.003899965,0.0003897845,3.681207e-05,0.0003898886,3.681207e-05,0.0,4,1.359382e-05,1.112459e-05,4.365858e-05,3.905623e-05
SLING,2015-04-21,2015-04-21,DG.Slayer,1,3,1,1,85,85,0,0.01820728,0.001118428,0.001119355,8.906942e-05,1.362027e-05,8.90741e-05,1.362027e-05,0.0,3,1.471522e-05,1.284807e-05,4.589113e-05,4.336e-05
PLNC,2014-04-15,2014-03-11,WalutowyKrol,1,17,1,49,11,6,5,0.0,0.001899987,0.001902865,0.0002042549,3.012076e-05,0.0002042917,3.012091e-05,767.0661,4,1.969312e-06,1.74094e-06,7.045766e-06,6.835847e-06
PKB,2015-05-18,2015-04-30,ParkByte,1,43,2,1,23,23,0,0.07114625,0.00111452,0.00111549,8.812522e-05,1.356282e-05,8.813047e-05,1.356282e-05,0.0,4,2.838206e-06,2.530417e-06,9.887804e-06,9.550374e-06
NLG,2014-04-08,2014-03-14,edu91,1,9,2,2,5,3,2,0.2,0.001874444,0.00187727,0.0001985765,2.969837e-05,0.0001985992,2.969849e-05,212.6762,4,1.934907e-06,1.676252e-06,6.747802e-06,6.347037e-06
TENNET,2015-08-10,2015-06-20,TenneT,1,17,1,1,14,14,0,0.1428571,0.001088902,0.001089836,8.516076e-05,1.332889e-05,8.516576e-05,1.332889e-05,0.0,4,9.346357e-06,8.333472e-06,3.10173e-05,2.998702e-05
GCC,2015-08-20,2015-06-22,GCMATeam,1,11,2,1,0,0,0,0.0,1.332108e-05,1.332108e-05,1.332108e-05,1.332108e-05,1.332108e-05,1.332108e-05,0.0,inf,8.372007e-07,7.664024e-07,3.222768e-06,3.17287e-06
DOGED,2014-10-25,2014-09-06,DogecoinDark,1,20,1,1,32,32,0,0.008064516,0.00134921,0.001350605,0.0001070045,1.547796e-05,0.0001070132,1.547796e-05,0.0,3,1.700201e-05,1.535154e-05,4.561672e-05,4.290834e-05
CSC,2013-07-25,2013-05-28,CartmanSPC,1,147,6,34,17,6,11,0.1764706,0.01298174,0.01317284,0.0009193971,0.0001228828,0.000920112,0.0001228881,4440.817,3,2.22411e-05,1.813379e-05,5.727539e-05,5.194909e-05
GCN,2014-11-16,2013-05-04,farlack,1,301,8,205,87,45,42,0.1072829,0.01596712,0.01622255,0.001096501,0.0001534544,0.001097351,0.000153462,6768.143,3,0.0001292108,0.0001035098,0.0003170672,0.0002791638
SHA,2014-06-25,2013-08-31,Patches OHulahan,1,7,1,2,24,22,2,0.1413043,0.00925211,0.009326348,0.0007614253,9.354624e-05,0.0007619938,9.354896e-05,5328.917,4,3.250999e-05,2.665036e-05,9.604008e-05,8.468435e-05
SHF,2015-09-05,2014-03-03,Coinshift,1,58,1,1,1,1,0,0.0,0.002048959,0.002052702,2.346041e-05,2.345986e-05,2.346041e-05,2.345986e-05,0.0,inf,1.610948e-06,1.470896e-06,6.42904e-06,6.323434e-06
RT2,2014-03-29,2014-03-16,Rotocoin,1,101,2,1,50,50,0,0.0122449,0.001837705,0.00184027,0.0001948782,2.211802e-05,0.0001949049,2.211802e-05,0.0,4,1.823001e-05,1.609961e-05,6.493347e-05,6.197322e-05
CAGE,2014-04-15,2014-01-02,Nicolas_Cage,1,19,3,1,19,19,0,0.07602339,0.003870654,0.003883215,0.0004090658,3.814028e-05,0.000409216,3.814028e-05,0.0,4,1.602549e-05,1.366005e-05,4.856006e-05,4.490888e-05
BTQ,2014-07-29,2014-02-16,BitQuark,1,340,1,1,8,8,0,0.0,0.002373103,0.002377955,0.00025297,2.529404e-05,0.0002530135,2.529404e-05,0.0,4,2.788615e-06,2.506433e-06,1.102703e-05,1.069821e-05
BTS,2014-07-21,2014-02-25,CLains,1,96,8,274,23,7,16,0.06324111,0.002178148,0.002182019,0.0002315338,3.216823e-05,0.0002315736,3.216843e-05,115.6131,4,2.310191e-06,2.034835e-06,8.244152e-06,7.899523e-06
XCE,2015-06-10,2015-06-07,Cerium,1,21,1,1,18,18,0,0.04575163,0.001092488,0.001093526,8.567917e-05,1.338455e-05,8.568443e-05,1.338455e-05,0.0,4,1.509004e-06,1.350714e-06,5.169323e-06,4.999875e-06
XCH,2014-10-04,2014-08-12,btcdrak,1,406,9,435,460,439,21,0.007252539,0.00141686,0.001418811,0.0001117832,2.10073e-05,0.0001117935,2.100737e-05,1574739.0,3,0.0001543953,0.0001461387,0.0004729456,0.0004770279
SSV,2014-09-07,2014-06-23,SSVCoin,1,14,1,1,15,15,0,0.0,0.001521469,0.001523453,0.0001229089,1.718981e-05,0.0001229185,1.718981e-05,0.0,4,2.285884e-06,2.043549e-06,8.907317e-06,8.561889e-06
XCN,2014-08-02,2013-12-31,x_Coin,1,5,2,1,17,17,0,0.02941176,0.004057784,0.004072032,0.000423783,3.88259e-05,0.0004238899,3.88259e-05,0.0,4,1.448849e-05,1.28253e-05,4.996431e-05,4.781739e-05
BTX,2015-04-26,2015-04-28,placebo,1,5532,154,477,1112,794,318,0.02503414,0.001115388,0.001116771,8.840469e-05,1.800976e-05,8.841219e-05,1.800982e-05,16980510.0,3,0.0002785905,0.0003040108,0.0007847916,0.0008979248
MOON,2014-01-06,2013-05-28,muddafudda,1,919,31,32,246,161,85,0.112667,0.01303818,0.01321825,0.0009199319,0.0001228864,0.0009208245,0.0001228912,145803.7,4,0.0001809795,0.0001842663,0.0005376244,0.0005863592
XCR,2014-08-07,2014-06-03,crypti,1,99,4,1,7,7,0,0.0,0.001559079,0.001561066,0.0001300441,1.774277e-05,0.0001300527,1.774277e-05,0.0,4,2.583035e-06,2.215104e-06,8.492893e-06,7.889831e-06
CGA,2014-02-21,2014-02-02,s4w3d0ff,1,136,2,17,60,59,1,0.01694915,0.002923614,0.002930429,0.0002998255,3.81636e-05,0.0002998888,3.816412e-05,32675.36,3,3.532015e-05,2.964291e-05,0.0001005981,9.191798e-05
XCP,2014-02-15,2014-01-03,PhantomPhreak,1,147,1,1,17,16,1,0.01666667,0.003888097,0.003900037,0.0004033199,3.782148e-05,0.0004034424,3.782148e-05,99.0,3,0.0001023037,0.000102486,0.0002807357,0.0003044227
BTC,2013-04-28,2011-06-11,Alex Zee,1,91,5,1,5,5,0,0.1,0.05226496,0.05447972,0.001995989,0.0004269855,0.001997011,0.0004269855,0.0,3,9.9467e-05,8.626609e-05,0.0002282965,0.0002121825
BTB,2013-05-09,2013-05-03,xorxor,1,307,8,122,293,238,55,0.06320687,0.01574482,0.01602893,0.001087451,0.0001550478,0.001088568,0.0001550585,243443.1,3,0.0007676614,0.0007314852,0.001853304,0.001924473
SSD,2014-08-12,2013-12-27,speedminer,1,68,5,4,2,1,1,0.0,0.004291709,0.004304989,0.0004401034,4.036653e-05,0.0004402541,4.036653e-05,9.5,4,3.767731e-06,3.468029e-06,1.145819e-05,1.12118e-05
HEDG,2015-07-05,2014-06-20,HedgeCoinTeam,1,1,1,1,14,14,0,0.02197802,0.001533218,0.001535154,0.0001238271,1.726549e-05,0.000123835,1.726549e-05,0.0,4,1.70916e-06,1.523076e-06,6.346716e-06,6.106242e-06
JBS,2014-09-07,2014-09-02,jyap,1,28,1,108,29,21,8,0.04558405,0.00135805,0.001359454,0.0001074861,2.043041e-05,0.0001074933,2.043049e-05,18545.85,4,2.119865e-05,1.878998e-05,6.157215e-05,5.862029e-05
EMD,2013-08-04,2013-06-17,picasso,1,74,3,2,70,62,8,0.1487179,0.01267211,0.01285149,0.0008620895,0.0001134454,0.0008626424,0.0001134504,108356.2,3,0.0001473895,0.0001912453,0.0004089403,0.0005721599
ISR,2014-04-08,2014-03-25,IsraelCoin,1,34,3,1,1,1,0,0.0,0.001785782,0.001789456,0.0001832361,2.142796e-05,0.0001832644,2.142796e-05,0.0,5,1.255411e-06,1.14099e-06,4.903119e-06,4.806336e-06
XCASH,2014-09-11,2014-09-02,johnnyxcash,1,28,1,1,10,10,0,0.08888889,0.001358283,0.001359871,0.0001075,1.555137e-05,0.0001075099,1.555137e-05,0.0,4,2.401161e-06,2.191503e-06,8.372406e-06,8.170266e-06
SPHR,2015-05-02,2014-11-08,Rumhurius,1,143,2,200,32,0,32,0.02620968,0.001251184,0.001252504,1.468623e-05,1.933765e-05,1.468623e-05,1.93377e-05,0.0,inf,8.97992e-07,8.224475e-07,3.480832e-06,3.42799e-06
UTIL,2014-09-30,2014-09-27,utilitycoin,1,9,1,1,28,28,0,0.04232804,0.001303286,0.001304571,0.0001042358,1.516323e-05,0.0001042442,1.516323e-05,0.0,4,2.895892e-06,2.60521e-06,1.045618e-05,1.013886e-05
OCTO,2015-03-22,2015-02-20,OCTOPARTY,1,179,1,1,2,2,0,0.0,0.001147139,0.001148317,9.247329e-05,1.394817e-05,9.247836e-05,1.394817e-05,0.0,4,8.783005e-06,7.749519e-06,2.603873e-05,2.518394e-05
CURE,2014-05-26,2013-05-08,cygnusxi,1,257,23,25,107,89,18,0.07857143,0.01521766,0.01545298,0.001057184,0.0001456308,0.001058238,0.0001456357,27620.48,3,0.0002456744,0.000220716,0.0006439153,0.0006240265
2BACCO,2015-07-25,2015-06-23,2bacco,1,44,2,1,8,8,0,0.07142857,0.00109006,0.001091097,8.49148e-05,1.331398e-05,8.491988e-05,1.331398e-05,0.0,4,3.727956e-06,3.437445e-06,1.158901e-05,1.139098e-05
ISL,2015-09-28,2015-05-06,isladev,1,26,2,1,18,18,0,0.04575163,0.00111193,0.001112973,8.767677e-05,1.352869e-05,8.768226e-05,1.352869e-05,0.0,4,1.55043e-06,1.393016e-06,5.628906e-06,5.464406e-06
DGB,2014-02-06,2014-02-04,sa_ddam213,1,24,9,30,7,5,2,0.0,0.002838292,0.002845965,0.0002963961,3.734994e-05,0.0002964517,3.735038e-05,28.91667,4,5.664075e-06,4.578905e-06,1.838499e-05,1.603823e-05
DGC,2013-06-09,2013-05-21,fenican,1,737,60,13,277,183,94,0.09492049,0.01395449,0.01414712,0.0009269672,0.0001278671,0.0009276071,0.0001278722,71033.46,3,0.0002002479,0.0001872805,0.0005491739,0.0005598429
ECC,2014-03-20,2014-03-07,hostmaster,1,968,44,97,547,237,310,0.02650099,0.001985971,0.001989547,0.0002118643,3.069518e-05,0.0002118946,3.069535e-05,2904707.0,3,6.144018e-05,5.387988e-05,0.0001760098,0.0001674111
LIQUID,2015-02-06,2014-04-02,Bitcoin Magazine,1,289,28,2,34,12,22,0.1016043,0.001766509,0.001768869,0.0001752705,2.776578e-05,0.0001752951,2.776592e-05,2895.646,4,4.264442e-06,3.581125e-06,1.239592e-05,1.160098e-05
BITB,2015-02-18,2015-01-07,nokat,1,36,2,1,0,0,0,0.0,1.421828e-05,1.421828e-05,1.421828e-05,1.421828e-05,1.421828e-05,1.421828e-05,0.0,inf,8.772577e-07,8.034472e-07,3.391386e-06,3.339764e-06
ASC,2013-12-31,2013-09-12,asicuser,1,26,2,2,22,18,4,0.1255411,0.009411232,0.009499561,0.0007494082,9.168493e-05,0.0007499659,9.168714e-05,5399.4,4,2.005835e-05,1.592961e-05,6.266939e-05,5.402034e-05
KUMA,2014-08-02,2014-04-27,kumacoinproject,1,1,1,1,4,4,0,0.0,0.001654287,0.001656689,0.0001550201,1.964019e-05,0.0001550371,1.964019e-05,0.0,4,2.017936e-06,1.75482e-06,6.990933e-06,6.622058e-06
QTL,2014-07-12,2014-03-22,ThePeePs,1,117,1,16,22,0,22,0.02597403,0.001816846,0.001820136,2.163753e-05,2.883619e-05,2.163753e-05,2.883634e-05,0.0,inf,1.19955e-06,1.095526e-06,4.737848e-06,4.659604e-06
BITS,2014-04-23,2013-06-03,jubalix,1,1494,248,93,648,496,152,0.06881592,0.01294574,0.01311345,0.000880841,0.0001196673,0.0008815517,0.0001196723,1672362.0,2,0.002181099,0.002177913,0.003555439,0.003900024
JKC,2013-06-14,2013-05-08,Narken,1,115,2,6,39,29,10,0.1126126,0.01516888,0.01534452,0.001056983,0.0001456268,0.001057842,0.0001456343,11573.21,3,6.972846e-05,5.826977e-05,0.0002047496,0.0001892304
FRC,2013-05-03,2012-06-26,maaku,1,189,7,284,41,29,12,0.294197,0.03269688,0.03375939,0.00157077,0.0003256585,0.001572157,0.0003256969,1911.817,3,0.0002187555,0.0001829558,0.000370851,0.0003181845
VTC,2014-01-20,2014-01-19,naplam,1,3,2,3,1,0,1,0.0,0.003704656,0.003715944,3.325574e-05,4.668103e-05,3.325574e-05,4.668158e-05,0.0,inf,1.752526e-06,1.591344e-06,6.741282e-06,6.638329e-06
BAY,2014-11-16,2013-06-05,digitalindustry,1,3522,220,51,292,156,136,0.1305234,0.01257957,0.01274302,0.000875958,0.0001189834,0.0008766737,0.0001189876,354377.7,3,0.0003129062,0.0003744652,0.0007536296,0.000974671
FRK,2013-06-09,2013-05-08,Narken,1,112,2,6,39,29,10,0.1126126,0.01516888,0.01534452,0.001056983,0.0001456268,0.001057842,0.0001456343,11573.21,3,6.972846e-05,5.826977e-05,0.0002047496,0.0001892304
