coin,earliest_trade_date,network_date,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_weighted,user1_pagerank_weighted
ARG,2013-07-04,2013-06-11,eddyfitz,1,201,2,35,22,0,22,0.1948052,0.01249676,0.01267599,7.628347e-05,0.0001167574,7.628347e-05,0.000116763,0.0,inf,3.631744e-06,1.492295e-05
CZR,2015-01-13,2014-10-22,kedia,1,95,9,232,35,35,0,0.01680672,0.001275322,0.001276582,0.0001021948,1.485995e-05,0.000102203,1.485995e-05,0.0,4,6.912565e-06,2.173611e-05
XCH,2014-10-04,2014-08-08,btcdrak,1,406,9,431,442,421,21,0.007527438,0.001400977,0.00140287,0.000111971,2.11035e-05,0.000111981,2.110357e-05,1440078.0,3,0.0001408776,0.0004587401
DOGE,2013-12-15,2013-12-09,Dogecoin,1,24,2,1,97,96,1,0.02362543,0.005746156,0.005771738,0.0005930207,7.184961e-05,0.0005932514,7.185063e-05,77056.98,3,0.0001191474,0.0003724008
XCN,2014-08-02,2014-07-19,Cryptonite XCN,1,3,1,1,1,1,0,0.0,0.001454518,0.001456467,1.649893e-05,1.649866e-05,1.649893e-05,1.649866e-05,0.0,inf,1.03898e-06,4.353543e-06
MOON,2014-01-06,2011-09-01,MrMoon,1,38,1,11,4,1,3,0.3333333,0.02829767,0.02896358,0.00180369,0.0004159344,0.001805325,0.0004159779,0.0,3,3.889041e-05,7.70222e-05
XCR,2014-08-07,2014-06-17,crypti,1,99,4,15,130,130,0,0.01359571,0.001543164,0.001545631,0.000124763,1.733643e-05,0.0001247727,1.733643e-05,0.0,4,2.931924e-05,9.573382e-05
XCP,2014-02-15,2014-01-03,PhantomPhreak,1,147,1,1,17,16,1,0.01666667,0.003888097,0.003900037,0.0004033199,3.782148e-05,0.0004034424,3.782148e-05,99.0,3,0.000102486,0.0003044227
BTC,2013-04-28,2010-10-04,S3052,1,294,12,16,30,25,5,0.3276353,0.4456355,0.6565884,0.02036247,0.005964459,0.02061051,0.005976375,476.7,2,0.01201073,0.01457145
BTB,2013-05-09,2013-05-03,Dervana,1,21,2,13,10,3,7,0.4222222,0.0156197,0.01587305,0.001086392,0.0001550421,0.001087087,0.000155053,0.0,3,6.4335e-06,2.308231e-05
BTM,2014-08-19,2014-07-26,tdokta,1,20,1,14,1,0,1,0.0,0.001445503,0.00144779,1.633453e-05,2.143911e-05,1.633453e-05,2.143918e-05,0.0,inf,9.022589e-07,3.780817e-06
SSD,2014-08-12,2014-08-10,SonicScrewdriverDev,1,29,1,1,33,33,0,0.01136364,0.001407754,0.001409298,0.0001120463,1.602153e-05,0.0001120536,1.602153e-05,0.0,5,3.178512e-06,1.27856e-05
JBS,2014-09-07,2014-10-30,Bank_sy,1,0,0,6,10,5,5,0.02222222,0.001261807,0.001263035,0.0001011849,1.943534e-05,0.0001011914,1.943541e-05,1212.454,4,3.749582e-06,1.188489e-05
UTIL,2014-09-30,2014-09-27,utilitycoin,1,9,1,1,28,28,0,0.04232804,0.001303286,0.001304571,0.0001042358,1.516323e-05,0.0001042442,1.516323e-05,0.0,4,2.60521e-06,1.013886e-05
CURE,2014-05-26,2013-05-01,cygnusxi,1,257,23,18,26,21,5,0.06769231,0.01539835,0.01563076,0.00111828,0.0001577843,0.001119326,0.0001577916,7605.411,3,5.330163e-05,0.0001320631
DGB,2014-02-06,2014-01-11,DigiByte,1,166,12,13,20,19,1,0.03684211,0.003741348,0.003754455,0.0003656859,3.516051e-05,0.0003657779,3.516051e-05,24.0,4,5.34213e-06,2.06338e-05
DGC,2013-06-09,2013-05-21,schnebi,1,172,13,18,13,5,8,0.1666667,0.01386747,0.01400728,0.0009263848,0.0001278631,0.0009270488,0.0001278682,11246.41,3,3.499128e-05,0.0001087927
ECC,2014-03-20,2014-03-07,hostmaster,1,968,44,97,547,237,310,0.02650099,0.001985971,0.001989547,0.0002118643,3.069518e-05,0.0002118946,3.069535e-05,2904707.0,3,5.387988e-05,0.0001674111
ASC,2013-12-31,2013-09-12,asicuser,1,26,2,2,22,18,4,0.1255411,0.009411232,0.009499561,0.0007494082,9.168493e-05,0.0007499659,9.168714e-05,5399.4,4,1.592961e-05,5.402034e-05
KUMA,2014-08-02,2014-04-27,kumacoinproject,1,1,1,1,4,4,0,0.0,0.001654287,0.001656689,0.0001550201,1.964019e-05,0.0001550371,1.964019e-05,0.0,4,1.75482e-06,6.622058e-06
QTL,2014-07-12,2014-06-18,MarKusRomanus,1,396,10,433,169,96,73,0.1721201,0.001536496,0.001538778,0.0001242397,2.271929e-05,0.000124252,2.271939e-05,13944.28,3,7.372652e-05,0.000145067
BITS,2014-04-23,2014-04-18,Bitstar_coin,1,53,1,1,11,11,0,0.0,0.001673703,0.001675958,0.0001657529,2.013936e-05,0.0001657693,2.013936e-05,0.0,4,3.335182e-06,1.377545e-05
JKC,2013-06-14,2013-05-07,xjd1987,1,94,7,15,46,29,17,0.1997677,0.01516987,0.01538906,0.001069398,0.0001473456,0.00107017,0.0001473513,392.0737,3,0.0001095847,0.0003090522
FRC,2013-05-03,2012-12-24,scrybe,1,158,5,67,21,11,10,0.2210526,0.02781497,0.02847489,0.001432365,0.0002728608,0.001434172,0.0002728876,307.6333,3,4.018861e-05,8.866722e-05
VTC,2014-01-20,2014-01-12,sang,1,40,1,938,83,72,11,0.04260946,0.003802915,0.003817932,0.0003630675,4.89891e-05,0.0003631816,4.898999e-05,121201.4,4,1.991024e-05,7.391371e-05
FRK,2013-06-09,2013-05-12,defaced,1,230,7,801,95,87,8,0.09101768,0.01432325,0.01446736,0.0009981174,0.0001376903,0.0009988257,0.0001376949,8708.429,3,0.0001317218,0.0004063173
XC,2014-05-23,2014-05-30,Teka,1,317,11,423,282,229,53,0.01668343,0.001577849,0.001580199,0.0001310802,2.347612e-05,0.0001310953,2.347624e-05,803427.6,4,7.555265e-05,0.000240878
UNB,2014-05-23,2014-03-28,jimblasko,1,66,5,1,11,11,0,0.01818182,0.001765271,0.001767843,0.0001775654,2.11815e-05,0.0001775816,2.11815e-05,0.0,4,6.504122e-06,2.033071e-05
UNC,2014-03-03,2013-12-11,dr_chen,1,185,16,101,112,69,43,0.1148245,0.00535454,0.005384146,0.0005827714,7.028096e-05,0.0005830092,7.028242e-05,52201.25,3,5.798807e-05,0.000159707
VTX,2014-10-04,2014-09-11,VvXxCoin,1,18,2,1,18,18,0,0.03921569,0.001332582,0.001333967,0.0001062269,1.539504e-05,0.0001062336,1.539504e-05,0.0,4,9.956696e-06,3.484467e-05
BBR,2014-06-24,2014-04-21,crypto_zoidberg,1,215,6,144,7,6,1,0.0,0.001651075,0.001654084,0.0001628599,2.656733e-05,0.0001628818,2.656749e-05,12.83333,5,1.990672e-06,8.035337e-06
CLR,2013-11-03,2013-07-04,icreator,1,37,1,27,3,2,1,1.0,0.01140963,0.01152225,0.000868032,0.0001065072,0.0008685778,0.0001065108,0.0,4,6.837248e-06,2.588864e-05
UNO,2013-12-21,2013-10-18,Blazr2,1,60,5,78,65,61,4,0.09011777,0.008702071,0.008786153,0.0007102288,8.823176e-05,0.000710671,8.823406e-05,16868.12,3,4.63874e-05,0.0001322327
OMC,2014-05-11,2014-01-20,omcdice,1,2,1,1,2,1,1,0.0,0.003834874,0.003850528,0.0003550465,3.301093e-05,0.0003551547,3.301093e-05,9.25,5,1.681163e-06,6.890011e-06
ZED,2014-03-06,2014-01-18,MUBBLE86,1,397,3,48,86,9,77,0.075513,0.003848158,0.003862724,0.0003612651,4.695364e-05,0.0003613574,4.695407e-05,17526.73,4,3.392374e-06,1.402087e-05
HVC,2014-03-12,2014-02-18,keccak512,1,242,2,275,41,36,5,0.02317073,0.002330769,0.002334878,0.0002475724,3.340726e-05,0.0002476158,3.340749e-05,51459.4,4,1.445557e-05,4.872047e-05
ZET,2013-09-10,2013-08-04,Rubberduckie,1,875,77,551,535,316,219,0.09196242,0.01058986,0.01070868,0.0008125874,9.807295e-05,0.0008132435,9.807572e-05,421949.0,3,0.0003321141,0.000925745
VTA,2014-08-09,2014-07-06,broboltz,1,5,1,1,0,0,0,0.0,1.680672e-05,1.680672e-05,1.680672e-05,1.680672e-05,1.680672e-05,1.680672e-05,0.0,inf,9.185341e-07,3.855444e-06
DP,2014-10-04,2014-09-21,7vpo,1,76,2,219,18,6,12,0.04575163,0.001320455,0.001322212,0.0001051423,2.004746e-05,0.0001051494,2.004756e-05,9022.71,4,9.882693e-07,3.874083e-06
XJO,2013-12-06,2013-09-28,JohnJoule,1,4,1,1,0,0,0,0.0,6.009254e-05,6.009254e-05,6.009254e-05,6.009254e-05,6.009254e-05,6.009254e-05,0.0,inf,2.801506e-06,1.163687e-05
POT,2014-02-10,2014-01-18,PotCoin,1,23,6,1,0,0,0,0.0,3.344146e-05,3.344146e-05,3.344146e-05,3.344146e-05,3.344146e-05,3.344146e-05,0.0,inf,1.596869e-06,6.663531e-06
POP,2014-04-23,2014-02-03,cryptojette,1,111,21,5,26,25,1,0.05846154,0.002914516,0.002921608,0.0002976737,3.771777e-05,0.0002977518,3.771807e-05,18889.0,4,5.612887e-05,0.0001183722
RPC,2014-01-06,2013-12-29,colinistheman,1,214,24,203,202,175,27,0.05393035,0.004279942,0.004296398,0.0004350155,5.559391e-05,0.0004351657,5.559446e-05,56469.04,3,0.0002825699,0.0006128011
TIPS,2013-12-31,2013-12-23,MystPhysX,1,57,1,1,75,74,1,0.002522523,0.004562854,0.004579193,0.0004772262,5.998776e-05,0.0004773637,5.99887e-05,35335.98,4,3.614515e-05,0.0001343365
RBY,2014-03-20,2014-02-12,rby,1,7,1,6,14,12,2,0.02564103,0.00246125,0.002466653,0.0002617521,3.476589e-05,0.0002618081,3.476623e-05,19938.17,4,9.420022e-06,3.581045e-05
DOPE,2014-02-22,2013-12-26,LammerOutsider,1,44,2,15,15,4,11,0.1428571,0.004439265,0.004455155,0.0004554221,5.766435e-05,0.0004555456,5.766492e-05,28.96667,4,2.773162e-06,1.05499e-05
RBT,2014-10-26,2014-09-23,airpline1,1,8,3,27,4,0,4,0.0,0.001309293,0.00131148,1.522279e-05,2.000529e-05,1.522279e-05,2.000537e-05,0.0,inf,8.499728e-07,3.54278e-06
RBR,2015-01-23,2015-01-20,mprep,1,404,223,1072,117,35,82,0.04617691,0.001172483,0.001173672,9.400165e-05,1.865411e-05,9.400804e-05,1.865417e-05,177883.0,3,3.424812e-05,7.181315e-05
SLR,2014-03-29,2014-01-24,ddirt,1,29,1,15,14,13,1,0.0989011,0.003387358,0.003397611,0.0003200501,4.291309e-05,0.0003201191,4.291347e-05,45.66667,4,4.606169e-06,1.736104e-05
MLS,2014-09-17,2014-08-02,mozzria,1,60,3,2,18,18,0,0.0130719,0.001440024,0.00144208,0.000112529,1.618699e-05,0.0001125402,1.618699e-05,0.0,4,4.485384e-06,1.743129e-05
SLG,2014-09-23,2014-08-03,Sterlingcoin,1,297,1,1,18,18,0,0.0130719,0.001436302,0.001438005,0.0001120604,1.616501e-05,0.0001120675,1.616501e-05,0.0,4,5.088879e-06,2.012894e-05
MCN,2014-08-25,2014-06-20,cryptomidnight,1,105,3,5,67,67,0,0.009497965,0.001533464,0.0015359,0.0001239075,1.726549e-05,0.0001239244,1.726549e-05,0.0,4,1.294891e-05,4.89257e-05
NRB,2013-07-04,2013-12-03,educatedwarrior,1,20,0,192,9,0,9,0.2222222,0.006617673,0.006653556,5.149861e-05,7.564468e-05,5.149861e-05,7.564574e-05,0.0,inf,2.344212e-06,9.817055e-06
JPC,2014-05-21,2014-04-26,JackpotCoin,1,69,1,1,14,14,0,0.03296703,0.001657624,0.001659988,0.0001562322,1.968775e-05,0.0001562535,1.968775e-05,0.0,4,6.900783e-06,2.472202e-05
HUC,2014-02-14,2013-09-25,snailbrain,1,352,15,811,196,157,39,0.05428493,0.009204118,0.009290523,0.0007311106,9.026421e-05,0.0007314821,9.026647e-05,80400.05,3,0.0001620102,0.0004122827
QB,2014-05-26,2014-02-27,QuarkBar,1,26,1,1,14,14,0,0.03296703,0.002134916,0.002138958,0.0002280104,2.38749e-05,0.0002280538,2.38749e-05,0.0,4,3.450879e-06,1.266051e-05
BDSM,2014-10-20,2014-09-20,altcoin.center,1,51,3,12,3,0,3,0.0,0.001323361,0.001324997,1.526764e-05,2.006191e-05,1.526764e-05,2.006202e-05,0.0,inf,8.510332e-07,3.549626e-06
NRS,2014-04-20,2014-02-23,r3wt,1,2832,87,287,1469,1169,300,0.03083781,0.002235002,0.002240264,0.0002331811,3.242817e-05,0.0002332255,3.242842e-05,15325750.0,2,0.000960403,0.002451954
AXR,2014-08-27,2014-08-15,Project Axron,1,118,1,1,0,0,0,0.0,1.591723e-05,1.591723e-05,1.591723e-05,1.591723e-05,1.591723e-05,1.591723e-05,0.0,inf,8.798088e-07,3.678028e-06
EXE,2014-03-10,2014-02-28,execoin,1,60,1,1,25,25,0,0.04,0.002136108,0.002139818,0.0002255099,2.377669e-05,0.0002255539,2.377669e-05,0.0,4,8.178076e-06,3.058081e-05
CKC,2014-09-19,2014-07-30,BitsendInc,1,74,1,1,17,17,0,0.007352941,0.001444416,0.001446117,0.000112591,1.624722e-05,0.0001125996,1.624722e-05,0.0,4,4.775633e-06,1.675428e-05
EAGS,2015-01-25,2014-12-03,mblados,1,445,4,136,102,68,34,0.03436226,0.001228446,0.001229515,9.795957e-05,1.908739e-05,9.796601e-05,1.908745e-05,58842.91,4,7.992807e-06,2.643027e-05
WDC,2013-05-22,2013-05-15,WorldCoin,1,12,2,1,52,52,0,0.1410256,0.01334646,0.01348064,0.0009698861,8.741259e-05,0.0009705906,8.741259e-05,0.0,3,8.662738e-05,0.0002574472
BSTY,2014-10-03,2014-09-11,wgd,1,101,1,175,18,4,14,0.09150327,0.001332758,0.001334846,0.0001062007,2.022916e-05,0.000106207,2.022925e-05,9939.595,5,4.569538e-06,1.741528e-05
RIN,2014-08-02,2014-05-24,homhomhom,1,91,1,77,15,13,2,0.06666667,0.001599525,0.00160153,0.0001335698,2.380396e-05,0.0001335784,2.380408e-05,13224.45,4,2.698679e-06,1.050215e-05
TIT,2014-08-25,2012-01-12,BitcoinPorn,1,1286,70,206,721,385,336,0.07652283,0.0333052,0.03437445,0.001741895,0.0003722448,0.001744393,0.0003722916,2065853.0,2,0.004513529,0.007065907
YAC,2013-06-09,2013-05-06,pocopoco,1,12,1,1,34,34,0,0.1016043,0.01514991,0.01533842,0.00108208,9.602458e-05,0.001083044,9.602458e-05,0.0,3,6.305613e-05,0.0001818959
RIC,2014-02-27,2013-09-06,gatra,1,116,5,69,22,7,15,0.2121212,0.009526832,0.009637676,0.000750944,9.254425e-05,0.0007514937,9.25471e-05,737.372,4,1.304676e-05,4.404254e-05
HAL,2014-08-19,2014-08-17,halcyondev,1,19,1,1,26,26,0,0.04,0.001392237,0.00139366,0.0001110793,1.587957e-05,0.0001110878,1.587957e-05,0.0,4,2.400219e-06,9.05541e-06
HAM,2014-10-26,2014-07-04,hamhrc,1,43,1,1,14,14,0,0.03296703,0.001484969,0.001486561,0.0001175906,1.685602e-05,0.0001175985,1.685602e-05,0.0,5,1.694832e-06,6.91649e-06
DASH,2014-02-14,2015-03-10,Excuseme,1,0,0,1,2,2,0,0.0,0.001137087,0.001138415,9.11879e-05,1.383987e-05,9.119472e-05,1.383987e-05,0.0,3,1.396315e-06,3.920108e-06
THC,2014-06-28,2014-03-09,HempCoin,1,64,1,1,16,16,0,0.05,0.001955653,0.001958425,0.0002070962,2.274692e-05,0.0002071275,2.274692e-05,0.0,4,4.106886e-06,1.478285e-05
CINNI,2014-04-23,2014-04-17,CinniCoin,1,40,2,1,52,52,0,0.00678733,0.001679984,0.00168229,0.0001664872,2.019141e-05,0.0001665088,2.019141e-05,0.0,4,1.681955e-05,6.286581e-05
PHO,2014-05-23,2014-01-08,rinovma,1,3,2,1,16,16,0,0.05833333,0.003785081,0.003797902,0.0003791696,3.619123e-05,0.0003792967,3.619123e-05,0.0,4,7.675571e-06,2.592374e-05
ZEIT,2014-03-20,2014-02-14,boozoodoo,1,72,4,31,12,1,11,0.1212121,0.002402394,0.002410654,2.558461e-05,3.433281e-05,2.558461e-05,3.433304e-05,10.5,inf,1.359239e-06,5.887995e-06
ROOT,2014-08-26,2014-07-29,bitsta,1,302,5,227,228,204,24,0.01178571,0.001449429,0.00145078,0.0001120446,2.136909e-05,0.0001120523,2.136917e-05,613952.3,4,7.525714e-05,0.000268403
SYS,2014-08-20,2014-04-28,danosphere,1,341,20,118,437,431,6,0.01495301,0.001642509,0.0016456,0.000153142,2.599316e-05,0.0001531632,2.59933e-05,845381.6,3,0.0002036227,0.0006428873
LXC,2014-08-05,2014-07-22,Librexcoindev,1,55,1,1,23,23,0,0.007905138,0.001452752,0.001454436,0.0001131348,1.643142e-05,0.0001131427,1.643142e-05,0.0,5,2.170214e-06,8.984726e-06
MZC,2014-02-27,2014-02-23,dbbit,1,64,5,105,17,6,11,0.06617647,0.002231691,0.002235512,0.0002331199,3.242795e-05,0.0002331628,3.242814e-05,4.333333,4,1.6288e-06,6.320943e-06
EMD,2013-08-04,2013-06-17,picasso,1,74,3,2,70,62,8,0.1487179,0.01267211,0.01285149,0.0008620895,0.0001134454,0.0008626424,0.0001134504,108356.2,3,0.0001912453,0.0005721599
DMD,2013-12-19,2013-07-14,JohnLuc,1,50,1,7,17,2,15,0.4705882,0.01173144,0.01185837,0.0008606348,0.0001029997,0.0008611776,0.0001030022,0.0,4,4.712922e-06,1.739852e-05
CRW,2014-11-08,2014-10-08,jeliman,1,33,3,283,21,14,7,0.0952381,0.001283554,0.001284788,0.0001029606,1.975209e-05,0.0001029668,1.975217e-05,16235.9,3,2.938773e-06,9.262193e-06
CRT,2014-05-11,2014-04-04,digitaldj,1,1,1,1,1,1,0,0.0,0.001752563,0.001755482,0.0001736139,2.077318e-05,0.0001736355,2.077318e-05,0.0,4,1.172867e-06,4.725192e-06
BELA,2014-03-20,2014-01-30,twoturtles,1,28,2,1,15,15,0,0.01904762,0.003044847,0.003054986,0.0003054507,2.880018e-05,0.0003055243,2.880018e-05,0.0,4,2.216261e-05,7.927558e-05
FLAP,2014-02-22,2014-02-11,aszu,1,42,1,1,9,8,1,0.0,0.002485503,0.002490856,0.0002661113,2.606407e-05,0.0002661499,2.606407e-05,2238.585,4,1.803996e-06,7.280455e-06
SHIBE,2014-05-06,2014-05-06,TrollboxChamp,1,510,34,115,227,122,105,0.0502821,0.001629301,0.001632172,0.0001459858,2.529504e-05,0.0001460087,2.52952e-05,2457241.0,3,6.341982e-05,0.0001728266
ACOIN,2014-09-13,2011-06-17,yeponlyone,1,61,9,35,65,44,21,0.1185792,0.04266415,0.04413496,0.001860916,0.0006606525,0.001863441,0.00066073,12941.4,2,0.001258753,0.002269611
XDN,2014-06-24,2014-09-20,dNote,1,24,1,113,220,219,1,0.009007887,0.001324626,0.001325775,0.0001052518,2.006146e-05,0.0001052575,2.006154e-05,158926.6,3,4.536638e-05,0.0001447123
TCO,2014-07-21,2014-06-15,bassguitarman,1,30,3,31,78,64,14,0.02768284,0.001559906,0.001561764,0.0001251506,2.283025e-05,0.00012516,2.283035e-05,201242.6,3,0.0001678937,0.0001208976
BUN,2014-09-11,2014-04-30,shibebunny,1,105,11,85,35,34,1,0.02184874,0.001639262,0.001641281,0.0001483419,2.57242e-05,0.0001483593,2.572434e-05,88609.53,3,1.493659e-05,4.68074e-05
XDQ,2014-05-26,2014-05-20,coinweaver,1,76,4,95,118,117,1,0.01506591,0.001600144,0.001601924,0.0001341735,2.405314e-05,0.000134185,2.405328e-05,97328.28,3,4.956888e-05,0.0001597681
XDP,2014-08-28,2014-07-24,dogeparty,1,1,1,1,8,8,0,0.03571429,0.001442055,0.00144372,0.0001125259,1.637787e-05,0.0001125374,1.637787e-05,0.0,4,1.285014e-06,5.231344e-06
SWIFT,2014-10-05,2014-09-30,BitSwift,1,46,2,1,6,6,0,0.0,0.001292525,0.00129396,0.0001038645,1.512219e-05,0.0001038751,1.512219e-05,0.0,4,2.596873e-06,1.069077e-05
FIBRE,2014-08-30,2014-02-08,rapcrash,1,13,1,1,0,0,0,0.0,2.65915e-05,2.65915e-05,2.65915e-05,2.65915e-05,2.65915e-05,2.65915e-05,0.0,inf,1.237823e-06,5.397342e-06
LIMX,2014-06-08,2014-06-04,IParn,1,234,3,61,227,219,8,0.01159455,0.001567575,0.001569639,0.0001292491,2.324895e-05,0.0001292597,2.324906e-05,361876.3,4,7.655559e-05,0.0002596849
KEY,2014-07-18,2014-02-16,monkeycoin,1,1,1,1,10,10,0,0.08888889,0.002374199,0.002379119,0.0002529445,2.529404e-05,0.0002530019,2.529404e-05,0.0,4,5.587865e-06,1.907436e-05
FOOD,2014-07-17,2014-06-22,TheWhale,1,164,7,132,114,108,6,0.06431732,0.001524709,0.001527365,0.0001231993,2.261391e-05,0.0001232141,2.261401e-05,2733.277,3,4.105912e-05,7.893225e-05
VGC,2014-05-06,2014-02-16,Byates,1,11,1,1,12,12,0,0.04545455,0.002374149,0.002379006,0.0002530703,2.529404e-05,0.0002531298,2.529404e-05,0.0,4,4.686047e-06,1.885537e-05
SXC,2013-12-08,2013-05-29,chinsu,1,55,7,1,174,172,2,0.0626275,0.01302186,0.01322138,0.0009167086,0.0001220712,0.0009174148,0.000122076,23580.89,3,0.0003038942,0.0009191963
XRP,2013-08-04,2013-02-22,Sunny King,1,893,31,196,189,131,58,0.1127488,0.02530484,0.02611726,0.001314921,0.0002511505,0.001316802,0.0002511826,78607.4,2,0.0009042601,0.001703553
ULTC,2014-08-31,2014-09-28,kaene,1,368,8,296,93,1,92,0.06428237,0.00130232,0.001304026,0.0001040461,1.99015e-05,0.0001040551,1.990159e-05,501.56,4,8.914277e-07,3.675273e-06
MARYJ,2014-10-04,2014-09-24,MaryJ,1,28,1,1,5,5,0,0.1,0.001304625,0.001306008,0.0001045301,1.52082e-05,0.0001045382,1.52082e-05,0.0,4,1.367967e-06,5.079544e-06
UNAT,2014-08-09,2014-07-11,Unattainium,1,155,1,1,13,13,0,0.05128205,0.001467633,0.00146949,0.0001163085,1.668419e-05,0.0001163199,1.668419e-05,0.0,3,6.856183e-06,2.2858e-05
ANC,2013-07-14,2013-06-09,1Pakis,1,9,1,320,7,0,7,0.4761905,0.01251005,0.01263671,7.676954e-05,0.0001175128,7.676954e-05,0.0001175164,0.0,inf,3.650138e-06,1.500728e-05
NVC,2013-04-28,2013-02-23,bushstar,1,286,14,198,55,21,34,0.2865306,0.02514666,0.0261593,0.001408632,0.0002472972,0.001411183,0.0002473336,14582.12,3,0.0001056565,0.0002329478
FRSH,2014-08-22,2014-07-01,savale,1,280,5,191,105,30,75,0.06923077,0.001495055,0.001497395,0.0001187568,2.224867e-05,0.0001187633,2.224877e-05,157564.5,4,3.612358e-06,1.483558e-05
DSH,2014-10-07,2014-07-06,slb,1,124,2,42,12,8,4,0.1060606,0.001476418,0.001478219,0.0001172651,2.204794e-05,0.0001172758,2.204805e-05,14.16667,4,2.176512e-06,7.860162e-06
DVC,2013-04-28,2011-11-21,cablepair,1,322,35,187,209,184,25,0.09110862,0.03410931,0.03531871,0.001729247,0.0003837809,0.001731963,0.0003838378,36436.06,2,0.001457747,0.00234719
ETC,2014-10-03,2014-08-06,ethercoin.cc,1,14,3,1,8,8,0,0.07142857,0.001407749,0.001409556,0.0001115008,1.61041e-05,0.0001115111,1.61041e-05,0.0,4,3.249068e-06,1.162424e-05
FST,2013-07-04,2013-05-30,fast-coin,1,49,3,1,96,96,0,0.07982456,0.01284181,0.01300089,0.0009108246,7.916403e-05,0.0009114308,7.916403e-05,0.0,3,0.0002278941,0.000708407
COL,2013-12-01,2013-08-23,muddafudda,1,854,30,119,442,284,158,0.1020551,0.00965457,0.009759854,0.0007777586,9.508844e-05,0.0007783895,9.50914e-05,565023.5,3,0.0003104053,0.0008915631
CON,2015-02-15,2015-01-03,muddafudda,1,1352,40,617,1062,721,341,0.0393855,0.001184055,0.00118561,9.535981e-05,1.882694e-05,9.536788e-05,1.882703e-05,20094540.0,3,0.0003503758,0.0008670197
CASH,2014-02-27,2015-02-19,rikkie,1,689,18,448,435,93,342,0.06489527,0.001149914,0.001151373,9.258363e-05,1.846981e-05,9.258912e-05,1.846988e-05,644866.4,3,2.784001e-05,6.355085e-05
KDC,2014-02-02,2014-01-10,KlondikeCoin,1,144,11,1,19,19,0,0.02339181,0.003606039,0.003617037,0.0003602774,3.545094e-05,0.0003603387,3.545094e-05,0.0,4,7.738048e-06,2.891941e-05
VRC,2014-05-16,2014-05-10,effectsToCause,1,76,1,1,7,7,0,0.0,0.001635042,0.001637286,0.0001426437,1.883842e-05,0.0001426531,1.883842e-05,0.0,5,1.572926e-06,6.55061e-06
QORA,2014-05-26,2014-03-20,qora,1,74,1,1,7,7,0,0.04761905,0.001837532,0.001840375,0.0001899189,2.178982e-05,0.0001899503,2.178982e-05,0.0,4,2.470241e-06,9.435425e-06
ZS,2014-05-02,2014-04-26,CryptoGir,1,23,1,43,36,33,3,0.02857143,0.001657668,0.001660045,0.0001561593,2.615605e-05,0.0001561786,2.615619e-05,69546.67,4,5.186041e-06,2.100153e-05
SRC,2013-09-28,2013-08-10,baritus,1,610,39,90,901,818,83,0.03406338,0.0101502,0.01026954,0.0008113113,9.697868e-05,0.0008119957,9.698154e-05,993823.6,3,0.001075532,0.002961822
FAIR,2014-03-22,2012-11-02,deepceleron,1,360,7,496,140,61,79,0.1950035,0.02910741,0.0300279,0.001480377,0.0002829998,0.001481709,0.000283034,13655.53,2,0.0004256197,0.0006935644
DIME,2014-01-06,2013-12-24,dimecoin,1,155,20,1,18,18,0,0.03921569,0.0044417,0.004458576,0.0004790729,4.182176e-05,0.0004792597,4.182176e-05,0.0,3,1.819414e-05,6.159558e-05
XMG,2014-09-24,2014-08-13,joelao95,1,246,3,219,27,22,5,0.04558405,0.001414052,0.001415607,0.0001117514,2.09799e-05,0.0001117576,2.098001e-05,19571.98,4,1.495252e-05,5.104347e-05
HEX,2014-03-15,2014-02-23,Heisenbergprime,1,8,1,1,2,2,0,0.0,0.002226903,0.002231936,2.42742e-05,2.427302e-05,2.42742e-05,2.427302e-05,0.0,inf,2.180592e-06,9.408092e-06
COMM,2014-04-15,2013-08-25,CaptChadd,1,914,40,416,325,261,64,0.08572045,0.009758307,0.009865559,0.0007754511,9.486276e-05,0.0007760334,9.486504e-05,171327.4,3,0.0005055993,0.00127214
XMR,2014-05-20,2014-04-26,monero,1,8,3,3,50,50,0,0.07020408,0.001658371,0.00166144,0.0001561997,1.968775e-05,0.0001562245,1.968775e-05,0.0,3,3.778194e-05,0.0001042645
BILS,2014-08-25,2014-08-09,starteam,1,4,2,1,14,14,0,0.0,0.001409295,0.001411021,0.0001120815,1.603335e-05,0.0001120898,1.603335e-05,0.0,5,1.938869e-06,7.834901e-06
NMC,2013-04-28,2012-07-11,khal,1,200,14,504,93,72,21,0.1161049,0.03280173,0.03407058,0.001570877,0.0003229252,0.001573677,0.0003229728,27983.58,2,0.0006504001,0.0009893964
EVENT,2014-12-14,2014-10-28,EventToken,1,50,1,1,3,3,0,0.0,0.001259317,0.001260512,0.0001015495,1.479574e-05,0.0001015583,1.479574e-05,0.0,5,1.760344e-06,6.949981e-06
