coin,earliest_trade_date,network_date,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_weighted,user1_pagerank_weighted
DOGED,2014-10-25,2014-10-10,Dogedarkdev,1,46,2,1,21,21,0,0.07619048,0.001283236,0.001284335,0.0001028429,1.500623e-05,0.0001028503,1.500623e-05,0.0,4,1.81641e-06,6.844498e-06
CSC,2013-07-25,2013-01-02,xorxor,1,390,10,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
GCN,2014-11-16,2014-04-05,Mr G,1,20,1,1,0,0,0,0.0,2.072195e-05,2.072195e-05,2.072195e-05,2.072195e-05,2.072195e-05,2.072195e-05,0.0,inf,1.062459e-06,4.507822e-06
SHA,2014-06-25,2014-01-05,tk808,1,1174,94,15,178,111,67,0.07111171,0.003926104,0.003941931,0.0003966821,5.223967e-05,0.0003967889,5.224015e-05,176721.6,3,9.634711e-05,0.0002165943
SHADE,2014-09-06,2014-04-28,Stratobitz,1,332,56,105,133,120,13,0.0388619,0.001642388,0.001644493,0.0001531388,2.599317e-05,0.000153153,2.599328e-05,187143.9,3,5.53047e-05,0.0001306236
RT2,2014-03-29,2014-03-16,Rotocoin,1,101,2,1,50,50,0,0.0122449,0.001837705,0.00184027,0.0001948782,2.211802e-05,0.0001949049,2.211802e-05,0.0,4,1.609961e-05,6.197322e-05
CAGE,2014-04-15,2014-01-02,Nicolas_Cage,1,19,3,1,19,19,0,0.07602339,0.003870654,0.003883215,0.0004090658,3.814028e-05,0.000409216,3.814028e-05,0.0,4,1.366005e-05,4.490888e-05
MMXIV,2014-05-31,2013-08-29,Tommo_Aus,1,228,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
BTQ,2014-07-29,2014-02-16,BitQuark,1,340,1,1,8,8,0,0.0,0.002373103,0.002377955,0.00025297,2.529404e-05,0.0002530135,2.529404e-05,0.0,4,2.506433e-06,1.069821e-05
PROZ,2014-09-06,2014-08-16,ProzCoin,1,170,1,1,17,17,0,0.0,0.001393745,0.001395205,0.0001113483,1.589598e-05,0.0001113556,1.589598e-05,0.0,4,3.667558e-06,1.486115e-05
BTS,2014-07-21,2014-07-04,FandangledGizmo,1,217,11,443,125,68,57,0.09497358,0.001486173,0.001488229,0.0001175913,2.211487e-05,0.0001176004,2.211493e-05,15653.26,3,3.233257e-05,5.213055e-05
ARG,2013-07-04,2013-01-02,xorxor,1,390,10,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
CZR,2015-01-13,2014-10-22,kedia,1,95,9,232,35,35,0,0.01680672,0.001275322,0.001276582,0.0001021948,1.485995e-05,0.000102203,1.485995e-05,0.0,4,6.912565e-06,2.173611e-05
XCH,2014-10-04,2011-06-14,eyal,1,24,3,5,7,6,1,0.0,0.04490093,0.04586977,0.001834064,0.0006862712,0.001835633,0.000686376,1034.75,4,0.0001224662,0.0003152472
DOGE,2013-12-15,2013-01-02,xorxor,1,470,12,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
XCN,2014-08-02,2014-07-19,Cryptonite XCN,1,3,1,1,1,1,0,0.0,0.001454518,0.001456467,1.649893e-05,1.649866e-05,1.649893e-05,1.649866e-05,0.0,inf,1.03898e-06,4.353543e-06
MOON,2014-01-06,2011-09-01,MrMoon,1,38,1,11,4,1,3,0.3333333,0.02829767,0.02896358,0.00180369,0.0004159344,0.001805325,0.0004159779,0.0,3,3.889041e-05,7.70222e-05
XCR,2014-08-07,2011-07-09,jgarzik,1,785,24,353,182,96,86,0.1212851,0.04122839,0.04310349,0.001788005,0.0004993697,0.001790142,0.0004994672,68105.64,1,0.007445253,0.002279366
XCP,2014-02-15,2013-05-27,maxpower,1,255,2,21,18,2,16,0.254902,0.0130031,0.01311813,0.0009184464,0.0001235373,0.0009192522,0.0001235412,1.45,4,5.608948e-06,2.082429e-05
BTB,2013-05-09,2013-01-02,xorxor,1,307,8,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
BTM,2014-08-19,2014-06-22,coinsolidation,1,567,37,7,49,42,7,0.07482993,0.001524407,0.001527228,0.0001231955,2.261389e-05,0.0001232108,2.261398e-05,114387.1,4,1.190024e-05,3.326468e-05
SSD,2014-08-12,2013-08-29,Tommo_Aus,1,257,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
JBS,2014-09-07,2014-03-24,FallingKnife,1,310,2,130,20,1,19,0.08947368,0.001801603,0.001805215,0.0001848311,2.865201e-05,0.0001848621,2.865223e-05,0.0,3,3.934549e-06,8.023729e-06
UTIL,2014-09-30,2014-09-27,utilitycoin,1,9,1,1,28,28,0,0.04232804,0.001303286,0.001304571,0.0001042358,1.516323e-05,0.0001042442,1.516323e-05,0.0,4,2.60521e-06,1.013886e-05
CURE,2014-05-26,2013-01-02,xorxor,1,481,12,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
DGB,2014-02-06,2013-08-29,Tommo_Aus,1,157,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
DGC,2013-06-09,2013-01-02,xorxor,1,352,9,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
ECC,2014-03-20,2013-04-16,Crypto Canary,1,27,1,2,3,1,2,0.6666667,0.01843494,0.01878698,0.001191217,0.0001810325,0.001192109,0.000181045,0.0,5,5.974362e-06,2.364452e-05
DGD,2015-01-28,2014-11-23,darkgold,1,185,2,1,29,29,0,0.0591133,0.001245206,0.001246379,9.890015e-05,1.455244e-05,9.890779e-05,1.455244e-05,0.0,4,3.629739e-06,1.173051e-05
ASC,2013-12-31,2013-01-02,xorxor,1,480,12,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
KUMA,2014-08-02,2014-04-27,kumacoinproject,1,1,1,1,4,4,0,0.0,0.001654287,0.001656689,0.0001550201,1.964019e-05,0.0001550371,1.964019e-05,0.0,4,1.75482e-06,6.622058e-06
QTL,2014-07-12,2013-08-29,Tommo_Aus,1,252,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
BITS,2014-04-23,2011-06-03,bitstarter,1,169,4,1,4,4,0,0.0,0.09765754,0.1051696,0.002638056,0.0005627462,0.002642942,0.0005627462,0.0,3,0.0001004248,0.0002536388
JKC,2013-06-14,2013-01-02,xorxor,1,368,9,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
FRC,2013-05-03,2011-07-08,coinotron,1,263,9,1,1,1,0,0.0,0.03889854,0.03998677,0.0002938584,0.000293772,0.0002938584,0.000293772,0.0,inf,2.353483e-05,7.443253e-05
VTC,2014-01-20,2013-03-08,tacotime,1,1467,45,570,360,231,129,0.08869364,0.02606158,0.02685971,0.001415326,0.0002282821,0.001417659,0.0002283042,376863.2,3,0.001207755,0.00243619
FRK,2013-06-09,2013-01-02,xorxor,1,352,9,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
XC,2014-05-23,2014-05-30,Teka,1,317,11,423,282,229,53,0.01668343,0.001577849,0.001580199,0.0001310802,2.347612e-05,0.0001310953,2.347624e-05,803427.6,4,7.555265e-05,0.000240878
UNB,2014-05-23,2013-08-29,Tommo_Aus,1,227,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
UNC,2014-03-03,2013-12-11,dr_chen,1,185,16,101,112,69,43,0.1148245,0.00535454,0.005384146,0.0005827714,7.028096e-05,0.0005830092,7.028242e-05,52201.25,3,5.798807e-05,0.000159707
VTX,2014-10-04,2014-09-11,VvXxCoin,1,18,2,1,18,18,0,0.03921569,0.001332582,0.001333967,0.0001062269,1.539504e-05,0.0001062336,1.539504e-05,0.0,4,9.956696e-06,3.484467e-05
BBR,2014-06-24,2014-04-21,crypto_zoidberg,1,215,6,144,7,6,1,0.0,0.001651075,0.001654084,0.0001628599,2.656733e-05,0.0001628818,2.656749e-05,12.83333,5,1.990672e-06,8.035337e-06
YAC,2013-06-09,2013-01-02,xorxor,1,352,9,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
UNO,2013-12-21,2013-01-02,xorxor,1,470,12,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
OMC,2014-05-11,2014-01-20,omcdice,1,2,1,1,2,1,1,0.0,0.003834874,0.003850528,0.0003550465,3.301093e-05,0.0003551547,3.301093e-05,9.25,5,1.681163e-06,6.890011e-06
ZED,2014-03-06,2014-01-18,MUBBLE86,1,397,3,48,86,9,77,0.075513,0.003848158,0.003862724,0.0003612651,4.695364e-05,0.0003613574,4.695407e-05,17526.73,4,3.392374e-06,1.402087e-05
HVC,2014-03-12,2013-12-31,1gh,1,29,1,1,4,3,1,0.0,0.004048666,0.004064003,0.0004231223,5.455144e-05,0.0004232531,5.455215e-05,7441.5,5,3.917315e-06,1.532544e-05
VMC,2014-05-06,2014-04-16,somogyipeti,1,269,2,1,1,1,0,0.0,0.001701607,0.001704353,0.0001675931,2.025193e-05,0.0001676096,2.025193e-05,0.0,4,1.396048e-06,5.372442e-06
ZET,2013-09-10,2013-01-02,xorxor,1,442,10,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
VTA,2014-08-09,2014-07-03,misocialnetwork,1,26,1,55,27,25,2,0.005698006,0.001478741,0.00148056,0.0001180935,2.215048e-05,0.0001181022,2.215056e-05,56348.92,4,5.661466e-06,2.274182e-05
DP,2014-10-04,2014-09-21,7vpo,1,76,2,219,18,6,12,0.04575163,0.001320455,0.001322212,0.0001051423,2.004746e-05,0.0001051494,2.004756e-05,9022.71,4,9.882693e-07,3.874083e-06
XJO,2013-12-06,2013-01-02,xorxor,1,469,12,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
POT,2014-02-10,2013-04-05,cbuchner1,1,267,2,8,8,8,0,0.03571429,0.02258907,0.02326976,0.001263621,0.0001238697,0.001265382,0.0001238697,0.0,4,2.352602e-05,7.970088e-05
POP,2014-04-23,2013-05-27,maxpower,1,280,2,21,18,2,16,0.254902,0.0130031,0.01311813,0.0009184464,0.0001235373,0.0009192522,0.0001235412,1.45,4,5.608948e-06,2.082429e-05
CYC,2014-07-05,2014-04-10,coins101,1,318,11,132,125,39,86,0.05651718,0.001733838,0.001736268,0.0001704397,2.733401e-05,0.0001704569,2.733413e-05,75020.49,4,2.635877e-05,6.656275e-05
RPC,2014-01-06,2013-08-29,Tommo_Aus,1,119,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
TIPS,2013-12-31,2013-05-27,maxpower,1,226,2,21,18,2,16,0.254902,0.0130031,0.01311813,0.0009184464,0.0001235373,0.0009192522,0.0001235412,1.45,4,5.608948e-06,2.082429e-05
RBY,2014-03-20,2013-08-29,Tommo_Aus,1,192,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
DOPE,2014-02-22,2013-05-27,maxpower,1,257,2,21,18,2,16,0.254902,0.0130031,0.01311813,0.0009184464,0.0001235373,0.0009192522,0.0001235412,1.45,4,5.608948e-06,2.082429e-05
RBT,2014-10-26,2014-09-23,airpline1,1,8,3,27,4,0,4,0.0,0.001309293,0.00131148,1.522279e-05,2.000529e-05,1.522279e-05,2.000537e-05,0.0,inf,8.499728e-07,3.54278e-06
RBR,2015-01-23,2015-01-20,mprep,1,404,223,1072,117,35,82,0.04617691,0.001172483,0.001173672,9.400165e-05,1.865411e-05,9.400804e-05,1.865417e-05,177883.0,3,3.424812e-05,7.181315e-05
SLR,2014-03-29,2014-01-13,sib01,1,20,1,1,3,3,0,0.0,0.003696634,0.003709273,0.0003631482,3.464163e-05,0.0003632419,3.464163e-05,0.0,4,2.743719e-06,1.012997e-05
MLS,2014-09-17,2014-08-01,mozzria,1,60,3,1,1,1,0,0.0,1.620457e-05,1.620457e-05,1.620457e-05,1.62043e-05,1.620457e-05,1.62043e-05,0.0,inf,1.646417e-06,6.908754e-06
SLG,2014-09-23,2014-08-03,Sterlingcoin,1,297,1,1,18,18,0,0.0130719,0.001436302,0.001438005,0.0001120604,1.616501e-05,0.0001120675,1.616501e-05,0.0,4,5.088879e-06,2.012894e-05
U,2014-11-16,2010-08-07,gridecon,1,21,3,1,10,9,1,0.4222222,0.2231156,0.2429947,0.02252892,0.007848683,0.02265749,0.007855117,97.5,2,0.00273451,0.004514736
MCN,2014-08-25,2014-06-16,cryptomidnight,1,105,3,1,6,6,0,0.1333333,0.001558793,0.001560892,0.0001248788,1.73596e-05,0.0001248872,1.73596e-05,0.0,5,2.938337e-06,1.007036e-05
NRB,2013-07-04,2013-05-31,solracx,1,327,23,30,29,24,5,0.1551724,0.0126786,0.0128568,0.0008889048,0.0001209799,0.0008896666,0.0001209841,45.00873,3,3.478702e-05,8.880966e-05
JPC,2014-05-21,2013-12-30,MiWCryptoCurrencyMA,1,8,2,9,2,1,1,0.0,0.004431401,0.004449619,0.0004303124,5.512687e-05,0.000430427,5.512765e-05,86.2,4,3.491069e-06,1.275193e-05
HUC,2014-02-14,2013-01-02,xorxor,1,481,12,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
LGD,2014-04-28,2014-03-26,legendarycoin,1,86,2,1,7,7,0,0.0,0.001783482,0.001786389,0.0001799412,2.131605e-05,0.0001799625,2.131605e-05,0.0,5,1.730806e-06,7.101922e-06
QB,2014-05-26,2014-02-27,QuarkBar,1,26,1,1,14,14,0,0.03296703,0.002134916,0.002138958,0.0002280104,2.38749e-05,0.0002280538,2.38749e-05,0.0,4,3.450879e-06,1.266051e-05
BDSM,2014-10-20,2014-01-19,53505369,1,97,25,11,127,122,5,0.03120902,0.003716264,0.003739652,0.0003583728,4.667925e-05,0.0003585259,4.667992e-05,218722.5,4,0.0001086551,0.0003943392
NRS,2014-04-20,2014-02-14,barwizi,1,2068,151,282,920,713,207,0.06499469,0.002406605,0.002413381,0.0002576933,3.433191e-05,0.0002577575,3.43322e-05,7719025.0,3,0.0009239645,0.002146061
AXR,2014-08-27,2014-08-15,Project Axron,1,118,1,1,0,0,0,0.0,1.591723e-05,1.591723e-05,1.591723e-05,1.591723e-05,1.591723e-05,1.591723e-05,0.0,inf,8.798088e-07,3.678028e-06
EXE,2014-03-10,2014-02-28,execoin,1,60,1,1,25,25,0,0.04,0.002136108,0.002139818,0.0002255099,2.377669e-05,0.0002255539,2.377669e-05,0.0,4,8.178076e-06,3.058081e-05
CKC,2014-09-19,2014-07-30,BitsendInc,1,74,1,1,17,17,0,0.007352941,0.001444416,0.001446117,0.000112591,1.624722e-05,0.0001125996,1.624722e-05,0.0,4,4.775633e-06,1.675428e-05
EAGS,2015-01-25,2014-12-03,mblados,1,445,4,136,102,68,34,0.03436226,0.001228446,0.001229515,9.795957e-05,1.908739e-05,9.796601e-05,1.908745e-05,58842.91,4,7.992807e-06,2.643027e-05
WDC,2013-05-22,2013-01-02,xorxor,1,326,8,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
BSTY,2014-10-03,2014-07-17,GlobalBoost,1,233,3,83,80,77,3,0.0227199,0.001461855,0.001464294,0.0001144383,2.171563e-05,0.0001144457,2.17157e-05,116846.4,4,1.630745e-05,6.225046e-05
RIN,2014-08-02,2013-10-18,BCNext,1,230,10,20,36,35,1,0.06190476,0.008702009,0.008784127,0.0007102553,8.823035e-05,0.0007107327,8.823311e-05,303.0,3,5.038859e-05,0.0001070335
TIT,2014-08-25,2012-01-12,BitcoinPorn,1,1286,70,206,721,385,336,0.07652283,0.0333052,0.03437445,0.001741895,0.0003722448,0.001744393,0.0003722916,2065853.0,2,0.004513529,0.007065907
CLR,2013-11-03,2013-07-01,BitJohn,1,1073,60,50,389,240,149,0.1140896,0.01155856,0.01171474,0.0008675017,0.0001080669,0.0008683486,0.0001080703,491708.9,3,0.0005290578,0.001463481
RIC,2014-02-27,2013-02-11,lightlord,1,278,34,511,118,104,14,0.1330282,0.02594928,0.02679085,0.001419364,0.0002584766,0.001421454,0.0002584985,14317.4,3,0.0005378336,0.0009969601
HAL,2014-08-19,2014-06-25,thealtcoinguy,1,11,2,1,2,2,0,0.0,0.001513711,0.001516317,0.0001219679,1.712857e-05,0.0001219796,1.712857e-05,0.0,5,1.23975e-06,4.878583e-06
HAM,2014-10-26,2014-07-04,hamhrc,1,43,1,1,14,14,0,0.03296703,0.001484969,0.001486561,0.0001175906,1.685602e-05,0.0001175985,1.685602e-05,0.0,5,1.694832e-06,6.91649e-06
BOST,2014-05-30,2014-05-10,mammix2,1,533,14,80,258,232,26,0.01389227,0.001637072,0.001639981,0.0001426534,2.488703e-05,0.000142673,2.488714e-05,669557.6,3,5.615575e-05,0.0001850616
DASH,2014-02-14,2013-11-18,HashEngineering,1,73,1,20,11,1,10,0.4545455,0.008767741,0.008835321,0.0006865207,8.276299e-05,0.0006870097,8.276476e-05,0.0,4,3.764112e-06,1.411103e-05
THC,2014-06-28,2014-03-02,MiningSensei,1,97,6,1,1,0,1,0.0,0.002095949,0.002099712,2.356712e-05,2.356767e-05,2.356712e-05,2.356767e-05,0.0,inf,1.146058e-06,4.931941e-06
GRCX,2014-02-20,2013-11-04,Gridcoin,1,202,2,1,9,9,0,0.05555556,0.008832437,0.008908089,0.0007120342,5.760701e-05,0.0007125216,5.760701e-05,0.0,4,6.990208e-06,2.345461e-05
CINNI,2014-04-23,2013-05-27,maxpower,1,280,2,21,18,2,16,0.254902,0.0130031,0.01311813,0.0009184464,0.0001235373,0.0009192522,0.0001235412,1.45,4,5.608948e-06,2.082429e-05
PHO,2014-05-23,2013-05-27,maxpower,1,290,2,21,18,2,16,0.254902,0.0130031,0.01311813,0.0009184464,0.0001235373,0.0009192522,0.0001235412,1.45,4,5.608948e-06,2.082429e-05
ZEIT,2014-03-20,2013-05-27,maxpower,1,270,2,21,18,2,16,0.254902,0.0130031,0.01311813,0.0009184464,0.0001235373,0.0009192522,0.0001235412,1.45,4,5.608948e-06,2.082429e-05
ROOT,2014-08-26,2014-07-29,bitsta,1,302,5,227,228,204,24,0.01178571,0.001449429,0.00145078,0.0001120446,2.136909e-05,0.0001120523,2.136917e-05,613952.3,4,7.525714e-05,0.000268403
SYS,2014-08-20,2014-04-28,danosphere,1,341,20,118,437,431,6,0.01495301,0.001642509,0.0016456,0.000153142,2.599316e-05,0.0001531632,2.59933e-05,845381.6,3,0.0002036227,0.0006428873
LXC,2014-08-05,2014-07-22,Librexcoindev,1,55,1,1,23,23,0,0.007905138,0.001452752,0.001454436,0.0001131348,1.643142e-05,0.0001131427,1.643142e-05,0.0,5,2.170214e-06,8.984726e-06
MZC,2014-02-27,2013-08-29,Tommo_Aus,1,177,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
EMD,2013-08-04,2013-05-17,mineral,1,120,2,1,52,52,0,0.09426848,0.01370195,0.01384192,0.0009505264,8.594019e-05,0.0009511217,8.594019e-05,0.0,3,7.49144e-05,0.0002224755
DMD,2013-12-19,2013-01-02,xorxor,1,470,12,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
CRW,2014-11-08,2014-10-08,jeliman,1,33,3,283,21,14,7,0.0952381,0.001283554,0.001284788,0.0001029606,1.975209e-05,0.0001029668,1.975217e-05,16235.9,3,2.938773e-06,9.262193e-06
CRT,2014-05-11,2014-04-04,digitaldj,1,1,1,1,1,1,0,0.0,0.001752563,0.001755482,0.0001736139,2.077318e-05,0.0001736355,2.077318e-05,0.0,4,1.172867e-06,4.725192e-06
BELA,2014-03-20,2014-01-30,twoturtles,1,28,2,1,15,15,0,0.01904762,0.003044847,0.003054986,0.0003054507,2.880018e-05,0.0003055243,2.880018e-05,0.0,4,2.216261e-05,7.927558e-05
GRS,2014-04-11,2013-08-29,Tommo_Aus,1,217,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
SHIBE,2014-05-06,2013-05-27,maxpower,1,285,2,21,18,2,16,0.254902,0.0130031,0.01311813,0.0009184464,0.0001235373,0.0009192522,0.0001235412,1.45,4,5.608948e-06,2.082429e-05
ACOIN,2014-09-13,2011-06-01,Blitz­,1,350,10,105,116,60,56,0.1216446,0.1377279,0.1549427,0.002721885,0.001000512,0.002725121,0.001000805,15444.56,2,0.002164074,0.003638885
XDN,2014-06-24,2014-05-31,dNote,1,24,1,1,21,21,0,0.03333333,0.001569582,0.001571411,0.0001307141,1.783835e-05,0.0001307262,1.783835e-05,0.0,3,6.791752e-06,1.547039e-05
TCO,2014-07-21,2014-04-30,Cryddit,1,357,16,245,134,55,79,0.101468,0.001639945,0.001642922,0.0001483484,2.57245e-05,0.0001483642,2.572466e-05,226435.0,3,7.780684e-05,0.0001472353
BUN,2014-09-11,2014-04-30,shibebunny,1,105,11,85,35,34,1,0.02184874,0.001639262,0.001641281,0.0001483419,2.57242e-05,0.0001483593,2.572434e-05,88609.53,3,1.493659e-05,4.68074e-05
XDQ,2014-05-26,2013-05-27,maxpower,1,291,2,21,18,2,16,0.254902,0.0130031,0.01311813,0.0009184464,0.0001235373,0.0009192522,0.0001235412,1.45,4,5.608948e-06,2.082429e-05
XDP,2014-08-28,2014-07-24,dogeparty,1,1,1,1,8,8,0,0.03571429,0.001442055,0.00144372,0.0001125259,1.637787e-05,0.0001125374,1.637787e-05,0.0,4,1.285014e-06,5.231344e-06
SWIFT,2014-10-05,2014-09-30,BitSwift,1,46,2,1,6,6,0,0.0,0.001292525,0.00129396,0.0001038645,1.512219e-05,0.0001038751,1.512219e-05,0.0,4,2.596873e-06,1.069077e-05
FIBRE,2014-08-30,2013-08-15,dcwsco,1,119,13,21,6,6,0,0.0,0.009959954,0.01006322,0.0007955666,6.415191e-05,0.0007960102,6.415191e-05,0.0,4,9.398574e-06,3.793075e-05
LIMX,2014-06-08,2014-04-30,Cryddit,1,339,16,245,134,55,79,0.101468,0.001639945,0.001642922,0.0001483484,2.57245e-05,0.0001483642,2.572466e-05,226435.0,3,7.780684e-05,0.0001472353
KEY,2014-07-18,2013-06-18,dolfcao,1,353,50,56,496,448,48,0.03531716,0.01241156,0.01256496,0.0008637907,0.000113076,0.0008644356,0.0001130794,589534.3,3,0.0005610047,0.001857347
FOOD,2014-07-17,2014-06-22,TheWhale,1,164,7,132,114,108,6,0.06431732,0.001524709,0.001527365,0.0001231993,2.261391e-05,0.0001232141,2.261401e-05,2733.277,3,4.105912e-05,7.893225e-05
VGC,2014-05-06,2014-02-16,Byates,1,11,1,1,12,12,0,0.04545455,0.002374149,0.002379006,0.0002530703,2.529404e-05,0.0002531298,2.529404e-05,0.0,4,4.686047e-06,1.885537e-05
SXC,2013-12-08,2013-01-02,xorxor,1,470,12,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
EFL,2014-03-26,2014-04-05,MaGNeT,1,2331,49,1019,1409,907,502,0.03449694,0.001753103,0.001756247,0.0001728743,2.758745e-05,0.0001729018,2.758762e-05,21054930.0,2,0.001173858,0.001823528
XRP,2013-08-04,2012-12-25,annette786,1,49,7,97,81,75,6,0.1415125,0.02810498,0.02904997,0.001437554,0.0002726414,0.001439604,0.0002726661,5277.033,3,0.0002754131,0.0005667087
ULTC,2014-08-31,2014-07-13,Umbrella Holdings,1,173,3,1,31,31,0,0.01505376,0.001468135,0.001469679,0.0001153097,1.66334e-05,0.0001153184,1.66334e-05,0.0,3,8.161708e-06,2.660589e-05
MARYJ,2014-10-04,2014-09-24,MaryJ,1,28,1,1,5,5,0,0.1,0.001304625,0.001306008,0.0001045301,1.52082e-05,0.0001045382,1.52082e-05,0.0,4,1.367967e-06,5.079544e-06
UNAT,2014-08-09,2014-07-11,Unattainium,1,155,1,1,13,13,0,0.05128205,0.001467633,0.00146949,0.0001163085,1.668419e-05,0.0001163199,1.668419e-05,0.0,3,6.856183e-06,2.2858e-05
ANC,2013-07-14,2012-09-30,Bitcoin Oz,1,1091,55,388,433,226,207,0.1223121,0.02926885,0.03019683,0.001500885,0.0002936444,0.001502951,0.0002936792,444944.3,2,0.00174531,0.002603716
NVC,2013-04-28,2013-01-02,xorxor,1,257,6,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
FRSH,2014-08-22,2014-07-01,savale,1,280,5,191,105,30,75,0.06923077,0.001495055,0.001497395,0.0001187568,2.224867e-05,0.0001187633,2.224877e-05,157564.5,4,3.612358e-06,1.483558e-05
BCN,2014-06-17,2014-03-13,DStrange,1,110,4,45,6,0,6,0.1333333,0.001878081,0.001881664,2.236786e-05,2.983319e-05,2.236786e-05,2.983333e-05,0.0,inf,1.116596e-06,4.771357e-06
DSH,2014-10-07,2014-07-06,slb,1,124,2,42,12,8,4,0.1060606,0.001476418,0.001478219,0.0001172651,2.204794e-05,0.0001172758,2.204805e-05,14.16667,4,2.176512e-06,7.860162e-06
BCF,2014-12-06,2014-12-04,BitCoinFastTeam,1,14,1,1,14,14,0,0.0989011,0.001225113,0.001226352,9.781444e-05,1.447136e-05,9.782175e-05,1.447136e-05,0.0,4,2.063771e-06,7.338854e-06
DVC,2013-04-28,2011-08-06,Unthinkingbit,1,256,2,53,7,5,2,0.2380952,0.03332334,0.03424688,0.00180357,0.0004525099,0.001805405,0.0004525786,1573.343,3,3.881341e-05,0.0001258274
